fp,county,state,never,rarely,sometimes,frequently,always
51595,Fairfax City,VA,0.015,0.001,0.148,0.148,0.687
8121,Fairfield,CT,0.077,0.208,0.101,0.303,0.31
39039,Fairfield,OH,0.052,0.114,0.152,0.221,0.462
45033,Fairfield,SC,0.156,0.056,0.188,0.17,0.43
46041,Fall River,SD,0.069,0.057,0.141,0.237,0.497
30017,Fallon,MT,0.085,0.261,0.144,0.28,0.23
48139,Falls,TX,0.027,0.017,0.044,0.19,0.722
51600,Falls Church City,VA,0.025,0.015,0.075,0.173,0.712
13105,Fannin,GA,0.132,0.177,0.081,0.107,0.503
48141,Fannin,TX,0.007,0.007,0.033,0.075,0.877
27035,Faribault,MN,0.147,0.112,0.081,0.249,0.411
46043,Faulk,SD,0.189,0.108,0.269,0.146,0.289
5041,Faulkner,AR,0.078,0.033,0.19,0.189,0.509
51053,Fauquier,VA,0.022,0.016,0.104,0.193,0.664
1057,Fayette,AL,0.138,0.048,0.151,0.233,0.429
13107,Fayette,GA,0.062,0.044,0.142,0.252,0.5
19057,Fayette,IA,0.135,0.081,0.109,0.122,0.553
17043,Fayette,IL,0.01,0.01,0.056,0.163,0.76
18033,Fayette,IN,0.109,0.074,0.118,0.149,0.55
21059,Fayette,KY,0.055,0.057,0.122,0.236,0.531
39041,Fayette,OH,0.018,0.081,0.084,0.177,0.64
42045,Fayette,PA,0.01,0.01,0.044,0.123,0.814
47041,Fayette,TN,0.157,0.152,0.231,0.132,0.328
48143,Fayette,TX,0.017,0.096,0.075,0.202,0.609
54019,Fayette,WV,0.14,0.088,0.226,0.137,0.409
47043,Fentress,TN,0.054,0.076,0.079,0.336,0.455
30019,Fergus,MT,0.172,0.244,0.186,0.269,0.129
53019,Ferry,WA,0.082,0.066,0.082,0.204,0.565
27037,Fillmore,MN,0.072,0.076,0.129,0.236,0.488
31053,Fillmore,NE,0.14,0.036,0.136,0.374,0.314
20047,Finney,KS,0.052,0.086,0.135,0.221,0.506
48145,Fisher,TX,0.009,0.029,0.061,0.187,0.715
12029,Flagler,FL,0.071,0.095,0.119,0.318,0.397
30021,Flathead,MT,0.139,0.249,0.176,0.274,0.161
21061,Fleming,KY,0.055,0.057,0.086,0.179,0.624
45035,Florence,SC,0.071,0.071,0.123,0.16,0.576
55037,Florence,WI,0.053,0.073,0.143,0.238,0.494
13109,Floyd,GA,0.03,0.078,0.229,0.29,0.372
19059,Floyd,IA,0.276,0.027,0.091,0.173,0.433
18035,Floyd,IN,0.095,0.109,0.124,0.197,0.475
21063,Floyd,KY,0.117,0.1,0.051,0.289,0.443
48147,Floyd,TX,0.117,0.126,0.131,0.226,0.4
51057,Floyd,VA,0.016,0.081,0.181,0.16,0.563
51059,Fluvanna,VA,0.018,0.016,0.054,0.163,0.748
48149,Foard,TX,0.006,0.05,0.259,0.142,0.543
55039,Fond du Lac,WI,0.121,0.155,0.158,0.244,0.322
17045,Ford,IL,0.174,0.09,0.131,0.208,0.398
20049,Ford,KS,0.061,0.05,0.295,0.282,0.312
42047,Forest,PA,0.055,0.016,0.084,0.15,0.695
55041,Forest,WI,0.085,0.053,0.162,0.215,0.484
28027,Forrest,MS,0.038,0.056,0.118,0.33,0.459
13111,Forsyth,GA,0.075,0.088,0.125,0.112,0.6
37061,Forsyth,NC,0.068,0.044,0.143,0.126,0.62
48151,Fort Bend,TX,0.097,0.097,0.109,0.186,0.51
38025,Foster,ND,0.195,0.189,0.125,0.252,0.239
18037,Fountain,IN,0.01,0.105,0.086,0.25,0.55
1059,Franklin,AL,0.065,0.071,0.223,0.156,0.484
5043,Franklin,AR,0.063,0.049,0.207,0.159,0.523
12031,Franklin,FL,0.049,0.042,0.086,0.194,0.629
13113,Franklin,GA,0.06,0.086,0.131,0.218,0.505
19061,Franklin,IA,0.037,0.155,0.189,0.189,0.43
16033,Franklin,ID,0.119,0.228,0.196,0.239,0.218
17047,Franklin,IL,0.086,0.148,0.233,0.306,0.228
18039,Franklin,IN,0.03,0.097,0.094,0.252,0.528
20051,Franklin,KS,0.154,0.154,0.224,0.148,0.32
21065,Franklin,KY,0.082,0.151,0.09,0.275,0.402
22033,Franklin,LA,0.052,0.031,0.09,0.183,0.642
25003,Franklin,MA,0.03,0.004,0.049,0.082,0.834
22127,Franklin,ME,0.086,0.106,0.13,0.236,0.443
29063,Franklin,MO,0.144,0.133,0.159,0.241,0.323
28029,Franklin,MS,0.073,0.084,0.134,0.157,0.552
37063,Franklin,NC,0.017,0.014,0.033,0.104,0.832
31055,Franklin,NE,0.091,0.069,0.095,0.263,0.482
36027,Franklin,NY,0.007,0.009,0.031,0.099,0.854
39043,Franklin,OH,0.078,0.022,0.091,0.179,0.63
42049,Franklin,PA,0.016,0.025,0.057,0.136,0.766
47045,Franklin,TN,0.175,0.17,0.12,0.204,0.331
48153,Franklin,TX,0.049,0.063,0.043,0.216,0.629
51061,Franklin,VA,0.04,0.013,0.042,0.133,0.772
50005,Franklin,VT,0.076,0.121,0.078,0.154,0.57
53021,Franklin,WA,0.106,0.013,0.059,0.069,0.753
51610,Franklin City,VA,0.007,0.033,0.038,0.158,0.765
24013,Frederick,MD,0.014,0.008,0.062,0.17,0.746
51063,Frederick,VA,0.079,0.063,0.092,0.256,0.51
51620,Fredericksburg City,VA,0.01,0.027,0.115,0.192,0.656
27039,Freeborn,MN,0.035,0.096,0.071,0.325,0.473
48155,Freestone,TX,0.045,0.101,0.23,0.147,0.477
8037,Fremont,CO,0.008,0.003,0.033,0.269,0.687
19063,Fremont,IA,0.241,0.083,0.067,0.181,0.428
16035,Fremont,ID,0.037,0.112,0.127,0.25,0.475
56013,Fremont,WY,0.16,0.062,0.06,0.294,0.424
6015,Fresno,CA,0.01,0.135,0.112,0.196,0.547
48157,Frio,TX,0.024,0.03,0.057,0.115,0.774
31057,Frontier,NE,0.053,0.232,0.173,0.231,0.311
5045,Fulton,AR,0.066,0.027,0.077,0.403,0.426
13115,Fulton,GA,0.186,0.036,0.234,0.148,0.395
17049,Fulton,IL,0.072,0.072,0.214,0.232,0.41
18041,Fulton,IN,0.161,0.041,0.048,0.237,0.514
21067,Fulton,KY,0.031,0.051,0.066,0.202,0.65
36029,Fulton,NY,0.018,0.014,0.04,0.161,0.766
39045,Fulton,OH,0.1,0.095,0.135,0.142,0.527
42051,Fulton,PA,0.053,0.064,0.144,0.161,0.578
31059,Furnas,NE,0.053,0.096,0.263,0.375,0.213
12033,Gadsden,FL,0.019,0.052,0.095,0.31,0.524
31061,Gage,NE,0.083,0.168,0.083,0.288,0.378
48159,Gaines,TX,0.013,0.055,0.131,0.327,0.474
51630,Galax City,VA,0.038,0.007,0.034,0.136,0.784
17051,Gallatin,IL,0.069,0.076,0.156,0.229,0.47
21069,Gallatin,KY,0.068,0.069,0.075,0.287,0.502
30023,Gallatin,MT,0.141,0.173,0.064,0.133,0.489
39047,Gallia,OH,0.157,0.055,0.328,0.158,0.302
48161,Galveston,TX,0.025,0.121,0.085,0.137,0.632
31063,Garden,NE,0.094,0.121,0.136,0.336,0.313
8039,Garfield,CO,0.016,0.044,0.19,0.246,0.505
30025,Garfield,MT,0.118,0.199,0.146,0.296,0.24
31065,Garfield,NE,0.101,0.135,0.129,0.319,0.315
40041,Garfield,OK,0.188,0.187,0.202,0.107,0.316
49011,Garfield,UT,0.035,0.055,0.077,0.314,0.518
53023,Garfield,WA,0.031,0.029,0.085,0.292,0.563
5047,Garland,AR,0.149,0.079,0.245,0.187,0.34
21071,Garrard,KY,0.131,0.066,0.129,0.134,0.54
24015,Garrett,MD,0.009,0.018,0.054,0.182,0.738
40043,Garvin,OK,0.066,0.185,0.286,0.219,0.244
48163,Garza,TX,0.136,0.007,0.038,0.108,0.71
29065,Gasconade,MO,0.167,0.169,0.175,0.196,0.293
37065,Gaston,NC,0.021,0.037,0.055,0.184,0.703
37067,Gates,NC,0.02,0.022,0.068,0.183,0.706
20053,Geary,KS,0.174,0.133,0.133,0.187,0.373
39049,Geauga,OH,0.042,0.054,0.09,0.198,0.617
16037,Gem,ID,0.069,0.029,0.199,0.244,0.458
26041,Genesee,MI,0.058,0.023,0.17,0.217,0.532
36031,Genesee,NY,0.05,0.05,0.057,0.107,0.736
1061,Geneva,AL,0.176,0.131,0.089,0.158,0.445
29067,Gentry,MO,0.285,0.149,0.07,0.167,0.328
28031,George,MS,0.11,0.105,0.085,0.193,0.506
45037,Georgetown,SC,0.099,0.084,0.083,0.165,0.569
18043,Gibson,IN,0.053,0.086,0.154,0.233,0.474
47047,Gibson,TN,0.022,0.001,0.089,0.205,0.682
4003,Gila,AZ,0.053,0.025,0.147,0.194,0.581
12035,Gilchrist,FL,0.079,0.05,0.113,0.157,0.602
47049,Giles,TN,0.123,0.122,0.157,0.162,0.437
51065,Giles,VA,0.037,0.014,0.077,0.1,0.772
48165,Gillespie,TX,0.121,0.034,0.033,0.176,0.636
41015,Gilliam,OR,0.025,0.058,0.1,0.162,0.655
13117,Gilmer,GA,0.035,0.048,0.083,0.193,0.641
54021,Gilmer,WV,0.141,0.076,0.144,0.236,0.403
8041,Gilpin,CO,0.031,0.089,0.081,0.196,0.603
30027,Glacier,MT,0.284,0.111,0.157,0.187,0.261
12037,Glades,FL,0.022,0.101,0.237,0.228,0.412
26043,Gladwin,MI,0.043,0.065,0.127,0.249,0.516
13119,Glascock,GA,0.168,0.074,0.117,0.215,0.425
48167,Glasscock,TX,0.033,0.037,0.105,0.207,0.617
6017,Glenn,CA,0.028,0.042,0.072,0.183,0.675
34009,Gloucester,NJ,0.013,0.011,0.022,0.214,0.74
51067,Gloucester,VA,0.074,0.098,0.069,0.189,0.57
13121,Glynn,GA,0.026,0.036,0.089,0.187,0.662
26045,Gogebic,MI,0.047,0.039,0.147,0.247,0.52
30029,Golden Valley,MT,0.076,0.167,0.159,0.224,0.374
38027,Golden Valley,ND,0.269,0.159,0.117,0.209,0.246
48169,Goliad,TX,0.034,0.079,0.067,0.207,0.612
48171,Gonzales,TX,0.095,0.091,0.107,0.114,0.592
51069,Goochland,VA,0.026,0.048,0.048,0.264,0.614
27041,Goodhue,MN,0.099,0.178,0.148,0.225,0.35
16039,Gooding,ID,0.206,0.044,0.038,0.173,0.539
13123,Gordon,GA,0.128,0.042,0.087,0.198,0.545
56015,Goshen,WY,0.201,0.169,0.111,0.223,0.296
31067,Gosper,NE,0.127,0.03,0.103,0.26,0.48
20055,Gove,KS,0.166,0.089,0.163,0.239,0.343
13125,Grady,GA,0.156,0.066,0.107,0.13,0.541
40045,Grady,OK,0.132,0.22,0.135,0.207,0.306
33003,Grafton,NH,0.088,0.035,0.107,0.172,0.598
4005,Graham,AZ,0.039,0.08,0.07,0.11,0.702
20057,Graham,KS,0.143,0.084,0.143,0.232,0.399
37069,Graham,NC,0.038,0.03,0.061,0.127,0.745
47051,Grainger,TN,0.166,0.092,0.13,0.201,0.411
8043,Grand,CO,0.006,0.069,0.062,0.2,0.663
49013,Grand,UT,0.051,0.259,0.033,0.469,0.188
38029,Grand Forks,ND,0.16,0.221,0.094,0.302,0.222
50007,Grand Isle,VT,0.031,0.07,0.065,0.115,0.718
26047,Grand Traverse,MI,0.025,0.062,0.075,0.219,0.618
30031,Granite,MT,0.132,0.093,0.115,0.213,0.448
5049,Grant,AR,0.105,0.121,0.226,0.197,0.351
18045,Grant,IN,0.077,0.089,0.147,0.212,0.474
20059,Grant,KS,0.063,0.06,0.159,0.354,0.364
21073,Grant,KY,0.088,0.036,0.142,0.214,0.521
22035,Grant,LA,0.022,0.046,0.121,0.137,0.674
27043,Grant,MN,0.078,0.158,0.163,0.261,0.34
38031,Grant,ND,0.265,0.081,0.081,0.27,0.304
31069,Grant,NE,0.202,0.124,0.119,0.268,0.288
35011,Grant,NM,0.036,0.069,0.085,0.098,0.712
40047,Grant,OK,0.233,0.103,0.127,0.28,0.258
41017,Grant,OR,0.01,0.061,0.014,0.25,0.666
46045,Grant,SD,0.217,0.088,0.15,0.197,0.348
53025,Grant,WA,0.032,0.052,0.108,0.146,0.661
55043,Grant,WI,0.103,0.102,0.18,0.166,0.449
54023,Grant,WV,0.1,0.232,0.067,0.193,0.407
37071,Granville,NC,0.038,0.079,0.054,0.197,0.632
26049,Gratiot,MI,0.032,0.043,0.104,0.288,0.533
21075,Graves,KY,0.1,0.102,0.202,0.217,0.38
20061,Gray,KS,0.05,0.068,0.113,0.27,0.499
48173,Gray,TX,0.069,0.054,0.058,0.234,0.586
53027,Grays Harbor,WA,0.03,0.009,0.087,0.213,0.662
21077,Grayson,KY,0.076,0.048,0.198,0.211,0.466
48175,Grayson,TX,0.001,0.025,0.16,0.077,0.737
51071,Grayson,VA,0.066,0.09,0.14,0.137,0.567
20063,Greeley,KS,0.24,0.089,0.234,0.151,0.287
31071,Greeley,NE,0.168,0.084,0.142,0.236,0.37
21079,Green,KY,0.077,0.043,0.063,0.276,0.54
55045,Green,WI,0.092,0.084,0.119,0.269,0.436
55047,Green Lake,WI,0.092,0.122,0.184,0.117,0.486
54025,Greenbrier,WV,0.07,0.03,0.113,0.233,0.554
1063,Greene,AL,0.03,0.053,0.127,0.167,0.623
5051,Greene,AR,0.025,0.102,0.068,0.21,0.596
13127,Greene,GA,0.048,0.071,0.145,0.251,0.485
19065,Greene,IA,0.054,0.075,0.128,0.349,0.394
17053,Greene,IL,0.011,0.082,0.167,0.172,0.567
18047,Greene,IN,0.07,0.082,0.104,0.199,0.545
29069,Greene,MO,0.068,0.085,0.154,0.215,0.478
28033,Greene,MS,0.055,0.078,0.088,0.236,0.543
37073,Greene,NC,0.008,0.022,0.19,0.21,0.57
36033,Greene,NY,0.026,0.027,0.117,0.097,0.733
39051,Greene,OH,0.029,0.046,0.318,0.272,0.335
42053,Greene,PA,0.016,0.008,0.158,0.196,0.622
47053,Greene,TN,0.182,0.086,0.111,0.26,0.361
51073,Greene,VA,0.003,0.004,0.035,0.234,0.724
4007,Greenlee,AZ,0.073,0.014,0.03,0.336,0.547
51075,Greensville,VA,0.034,0.043,0.065,0.097,0.761
21081,Greenup,KY,0.047,0.056,0.183,0.106,0.608
45039,Greenville,SC,0.046,0.032,0.046,0.31,0.566
20065,Greenwood,KS,0.218,0.156,0.247,0.129,0.25
45041,Greenwood,SC,0.114,0.08,0.133,0.109,0.564
40049,Greer,OK,0.075,0.087,0.157,0.249,0.433
48177,Gregg,TX,0.001,0.001,0.091,0.078,0.828
46047,Gregory,SD,0.141,0.093,0.152,0.25,0.364
28035,Grenada,MS,0.072,0.042,0.091,0.267,0.527
38033,Griggs,ND,0.187,0.206,0.149,0.256,0.203
48179,Grimes,TX,0.139,0.069,0.134,0.222,0.436
19067,Grundy,IA,0.063,0.271,0.148,0.25,0.268
17055,Grundy,IL,0.099,0.166,0.119,0.211,0.405
29071,Grundy,MO,0.122,0.086,0.1,0.233,0.458
47055,Grundy,TN,0.061,0.068,0.192,0.237,0.441
35013,Guadalupe,NM,0.011,0.044,0.036,0.097,0.812
48181,Guadalupe,TX,0.064,0.063,0.095,0.247,0.53
39053,Guernsey,OH,0.074,0.082,0.203,0.178,0.463
37075,Guilford,NC,0.095,0.072,0.096,0.236,0.502
12039,Gulf,FL,0.06,0.033,0.104,0.227,0.575
8045,Gunnison,CO,0.065,0.04,0.037,0.326,0.532
19069,Guthrie,IA,0.088,0.278,0.187,0.186,0.261
13129,Gwinnett,GA,0.172,0.1,0.201,0.157,0.369
46049,Haakon,SD,0.205,0.079,0.146,0.198,0.372
13131,Habersham,GA,0.063,0.139,0.116,0.264,0.417
2100,Haines,AK,0.055,0.05,0.123,0.419,0.352
1065,Hale,AL,0.026,0.061,0.084,0.191,0.639
48183,Hale,TX,0.053,0.064,0.074,0.186,0.623
37077,Halifax,NC,0.042,0.033,0.082,0.107,0.736
51077,Halifax,VA,0.141,0.065,0.07,0.196,0.527
13133,Hall,GA,0.062,0.046,0.057,0.176,0.658
31073,Hall,NE,0.086,0.12,0.115,0.347,0.333
48185,Hall,TX,0.025,0.047,0.04,0.348,0.54
47057,Hamblen,TN,0.126,0.134,0.129,0.221,0.39
12041,Hamilton,FL,0.016,0.151,0.069,0.324,0.44
19071,Hamilton,IA,0.048,0.061,0.071,0.209,0.611
17057,Hamilton,IL,0.016,0.03,0.311,0.199,0.444
18049,Hamilton,IN,0.142,0.114,0.128,0.217,0.399
20067,Hamilton,KS,0.14,0.108,0.15,0.231,0.37
31075,Hamilton,NE,0.199,0.116,0.102,0.27,0.313
36035,Hamilton,NY,0.078,0.015,0.06,0.118,0.729
39055,Hamilton,OH,0.03,0.057,0.064,0.218,0.631
47059,Hamilton,TN,0.125,0.178,0.033,0.254,0.41
48187,Hamilton,TX,0.027,0.022,0.032,0.125,0.794
46051,Hamlin,SD,0.259,0.129,0.232,0.12,0.26
25005,Hampden,MA,0.016,0.02,0.056,0.161,0.747
25007,Hampshire,MA,0.006,0.01,0.037,0.16,0.786
54027,Hampshire,WV,0.021,0.035,0.088,0.236,0.619
45043,Hampton,SC,0.04,0.014,0.079,0.191,0.675
51640,Hampton City,VA,0.071,0.086,0.049,0.243,0.551
13135,Hancock,GA,0.036,0.054,0.081,0.19,0.639
19073,Hancock,IA,0.116,0.141,0.235,0.153,0.354
17059,Hancock,IL,0.201,0.06,0.128,0.238,0.373
18051,Hancock,IN,0.09,0.1,0.204,0.255,0.351
21083,Hancock,KY,0.103,0.069,0.266,0.222,0.34
23001,Hancock,ME,0.083,0.099,0.041,0.199,0.577
28037,Hancock,MS,0.087,0.112,0.154,0.138,0.509
39057,Hancock,OH,0.041,0.082,0.095,0.264,0.519
47061,Hancock,TN,0.142,0.165,0.151,0.212,0.33
54029,Hancock,WV,0.072,0.128,0.151,0.19,0.459
46053,Hand,SD,0.113,0.118,0.206,0.264,0.299
51079,Hanover,VA,0.011,0.038,0.052,0.153,0.747
48189,Hansford,TX,0.066,0.058,0.028,0.239,0.609
46055,Hanson,SD,0.117,0.051,0.151,0.241,0.44
13137,Haralson,GA,0.063,0.1,0.116,0.292,0.43
12043,Hardee,FL,0.047,0.082,0.098,0.096,0.677
47063,Hardeman,TN,0.157,0.113,0.121,0.189,0.42
48191,Hardeman,TX,0.179,0.065,0.19,0.157,0.41
19075,Hardin,IA,0.038,0.042,0.203,0.238,0.48
17061,Hardin,IL,0.136,0.029,0.109,0.217,0.508
21085,Hardin,KY,0.043,0.042,0.134,0.154,0.627
39059,Hardin,OH,0.101,0.162,0.137,0.181,0.419
47065,Hardin,TN,0.116,0.116,0.129,0.229,0.411
48193,Hardin,TX,0.019,0.085,0.137,0.267,0.493
35015,Harding,NM,0.2,0.07,0.092,0.239,0.399
46057,Harding,SD,0.119,0.143,0.256,0.137,0.345
54031,Hardy,WV,0.039,0.152,0.103,0.23,0.476
24017,Harford,MD,0.035,0.034,0.107,0.157,0.667
21087,Harlan,KY,0.063,0.076,0.127,0.247,0.488
31077,Harlan,NE,0.122,0.091,0.122,0.245,0.421
40051,Harmon,OK,0.047,0.098,0.185,0.249,0.422
37079,Harnett,NC,0.072,0.061,0.127,0.24,0.501
41019,Harney,OR,0.082,0.052,0.116,0.239,0.511
20069,Harper,KS,0.158,0.092,0.146,0.24,0.364
40053,Harper,OK,0.205,0.136,0.145,0.255,0.257
13139,Harris,GA,0.061,0.069,0.128,0.198,0.545
48195,Harris,TX,0.136,0.076,0.126,0.234,0.428
19077,Harrison,IA,0.162,0.073,0.143,0.283,0.34
18053,Harrison,IN,0.053,0.108,0.133,0.311,0.393
21089,Harrison,KY,0.092,0.101,0.236,0.228,0.342
29073,Harrison,MO,0.086,0.207,0.168,0.135,0.404
28039,Harrison,MS,0.037,0.102,0.088,0.346,0.428
39061,Harrison,OH,0.069,0.056,0.102,0.224,0.549
48197,Harrison,TX,0.042,0.116,0.237,0.223,0.381
54033,Harrison,WV,0.132,0.021,0.071,0.319,0.457
51650,Harrisonburg City,VA,0.008,0.025,0.078,0.118,0.771
13141,Hart,GA,0.043,0.111,0.102,0.168,0.575
21091,Hart,KY,0.019,0.08,0.121,0.235,0.546
8123,Hartford,CT,0.046,0.038,0.135,0.231,0.55
48199,Hartley,TX,0.021,0.054,0.102,0.187,0.636
20071,Harvey,KS,0.135,0.131,0.181,0.229,0.323
20073,Haskell,KS,0.034,0.079,0.256,0.302,0.33
40055,Haskell,OK,0.073,0.19,0.148,0.225,0.365
48201,Haskell,TX,0.019,0.024,0.069,0.152,0.736
13317,Hawaii,HI,0.08,0.086,0.114,0.172,0.548
47067,Hawkins,TN,0.148,0.243,0.059,0.14,0.41
31079,Hayes,NE,0.048,0.114,0.103,0.284,0.451
48203,Hays,TX,0.086,0.037,0.088,0.19,0.599
37081,Haywood,NC,0.04,0.055,0.117,0.199,0.588
47069,Haywood,TN,0.035,0.056,0.215,0.261,0.434
13143,Heard,GA,0.184,0.123,0.165,0.184,0.345
48205,Hemphill,TX,0.1,0.07,0.116,0.28,0.434
5053,Hempstead,AR,0.082,0.043,0.127,0.258,0.489
17063,Henderson,IL,0.056,0.056,0.105,0.183,0.599
21093,Henderson,KY,0.057,0.062,0.106,0.217,0.558
37083,Henderson,NC,0.014,0.007,0.068,0.2,0.711
47071,Henderson,TN,0.142,0.14,0.107,0.241,0.371
48207,Henderson,TX,0.087,0.128,0.137,0.209,0.439
18055,Hendricks,IN,0.099,0.027,0.081,0.235,0.558
12045,Hendry,FL,0.046,0.125,0.12,0.249,0.46
27045,Hennepin,MN,0.026,0.102,0.099,0.29,0.483
51081,Henrico,VA,0.014,0.002,0.145,0.158,0.681
1067,Henry,AL,0.066,0.068,0.17,0.258,0.438
13145,Henry,GA,0.093,0.081,0.061,0.213,0.551
19079,Henry,IA,0.143,0.118,0.129,0.153,0.457
17065,Henry,IL,0.138,0.179,0.1,0.21,0.373
18057,Henry,IN,0.07,0.051,0.049,0.234,0.596
21095,Henry,KY,0.076,0.093,0.098,0.126,0.606
29075,Henry,MO,0.101,0.166,0.182,0.299,0.251
39063,Henry,OH,0.076,0.127,0.122,0.302,0.373
47073,Henry,TN,0.118,0.146,0.132,0.196,0.407
51083,Henry,VA,0.092,0.028,0.072,0.165,0.643
36037,Herkimer,NY,0.001,0.017,0.015,0.187,0.781
12047,Hernando,FL,0.101,0.071,0.235,0.227,0.365
37085,Hertford,NC,0.031,0.069,0.06,0.129,0.711
38035,Hettinger,ND,0.097,0.122,0.222,0.253,0.305
21097,Hickman,KY,0.073,0.044,0.031,0.047,0.804
47075,Hickman,TN,0.086,0.026,0.169,0.155,0.565
29077,Hickory,MO,0.099,0.082,0.128,0.272,0.418
35017,Hidalgo,NM,0.043,0.031,0.15,0.205,0.572
48209,Hidalgo,TX,0,0.007,0.022,0.115,0.855
39065,Highland,OH,0.149,0.121,0.134,0.227,0.368
51085,Highland,VA,0.043,0.052,0.087,0.25,0.568
12049,Highlands,FL,0.114,0.041,0.179,0.186,0.48
30033,Hill,MT,0.134,0.199,0.18,0.265,0.221
48211,Hill,TX,0.189,0.125,0.139,0.138,0.409
12051,Hillsborough,FL,0.046,0.042,0.112,0.15,0.65
33005,Hillsborough,NH,0.02,0.075,0.093,0.202,0.609
26051,Hillsdale,MI,0.025,0.024,0.109,0.338,0.503
28041,Hinds,MS,0.015,0.112,0.07,0.262,0.541
8047,Hinsdale,CO,0.001,0.027,0.017,0.17,0.785
31081,Hitchcock,NE,0.04,0.124,0.157,0.252,0.427
39067,Hocking,OH,0.107,0.141,0.153,0.233,0.365
48213,Hockley,TX,0.043,0.072,0.127,0.197,0.56
20075,Hodgeman,KS,0.131,0.095,0.189,0.217,0.368
37087,Hoke,NC,0.077,0.039,0.03,0.188,0.666
12053,Holmes,FL,0.09,0.04,0.091,0.19,0.589
28043,Holmes,MS,0.056,0.135,0.133,0.189,0.486
39069,Holmes,OH,0.038,0.111,0.189,0.197,0.465
29079,Holt,MO,0.195,0.193,0.129,0.247,0.236
31083,Holt,NE,0.089,0.158,0.102,0.302,0.348
13319,Honolulu,HI,0.039,0.062,0.141,0.224,0.534
48215,Hood,TX,0.055,0.003,0.033,0.084,0.826
41021,Hood River,OR,0.008,0.003,0.049,0.332,0.607
31085,Hooker,NE,0.072,0.151,0.161,0.273,0.343
51660,Hopewell City,VA,0.029,0.066,0.129,0.205,0.571
21099,Hopkins,KY,0.053,0.034,0.118,0.185,0.61
48217,Hopkins,TX,0.047,0.083,0.029,0.242,0.599
45045,Horry,SC,0.049,0.079,0.153,0.206,0.513
5055,Hot Spring,AR,0.062,0.141,0.154,0.346,0.297
56017,Hot Springs,WY,0.208,0.093,0.068,0.307,0.324
26053,Houghton,MI,0.039,0.064,0.139,0.257,0.501
1069,Houston,AL,0.085,0.079,0.135,0.268,0.433
13147,Houston,GA,0.092,0.061,0.14,0.207,0.5
27047,Houston,MN,0.135,0.085,0.206,0.283,0.291
47077,Houston,TN,0.127,0.107,0.156,0.282,0.327
48219,Houston,TX,0.031,0.072,0.06,0.237,0.6
5057,Howard,AR,0.098,0.073,0.096,0.179,0.554
19081,Howard,IA,0.08,0.384,0.146,0.174,0.216
18059,Howard,IN,0.068,0.04,0.166,0.306,0.42
24019,Howard,MD,0.02,0.006,0.011,0.119,0.844
29081,Howard,MO,0.173,0.128,0.215,0.248,0.236
31087,Howard,NE,0.085,0.162,0.19,0.263,0.301
48221,Howard,TX,0.009,0.122,0.135,0.124,0.61
29083,Howell,MO,0.128,0.147,0.117,0.345,0.262
27049,Hubbard,MN,0.03,0.039,0.138,0.28,0.513
34011,Hudson,NJ,0.032,0.006,0.058,0.142,0.762
48223,Hudspeth,TX,0.054,0.026,0.062,0.369,0.488
8049,Huerfano,CO,0.006,0.002,0.05,0.187,0.754
40057,Hughes,OK,0.105,0.158,0.16,0.239,0.338
46059,Hughes,SD,0.182,0.071,0.147,0.225,0.376
6019,Humboldt,CA,0.021,0.022,0.059,0.156,0.741
19083,Humboldt,IA,0.074,0.075,0.195,0.214,0.441
32007,Humboldt,NV,0.021,0.046,0.19,0.364,0.379
28045,Humphreys,MS,0.063,0.09,0.089,0.254,0.503
47079,Humphreys,TN,0.092,0.09,0.264,0.207,0.347
48225,Hunt,TX,0.182,0.09,0.104,0.15,0.474
34013,Hunterdon,NJ,0.035,0.014,0.085,0.183,0.682
42055,Huntingdon,PA,0.023,0.04,0.082,0.248,0.607
18061,Huntington,IN,0.094,0.084,0.205,0.258,0.359
26055,Huron,MI,0.004,0.041,0.082,0.2,0.672
39071,Huron,OH,0.157,0.144,0.068,0.162,0.468
46061,Hutchinson,SD,0.185,0.107,0.269,0.148,0.29
48227,Hutchinson,TX,0.063,0.063,0.061,0.218,0.596
37089,Hyde,NC,0.014,0.028,0.042,0.201,0.715
46063,Hyde,SD,0.105,0.068,0.145,0.235,0.446
22037,Iberia,LA,0.067,0.053,0.095,0.366,0.42
22039,Iberville,LA,0.215,0.077,0.111,0.211,0.387
19085,Ida,IA,0.118,0.044,0.094,0.178,0.565
16041,Idaho,ID,0.131,0.118,0.085,0.256,0.41
6021,Imperial,CA,0.028,0.026,0.146,0.206,0.594
5059,Independence,AR,0.059,0.086,0.079,0.216,0.56
12055,Indian River,FL,0.025,0.056,0.145,0.138,0.635
42057,Indiana,PA,0.013,0.145,0.053,0.23,0.559
26057,Ingham,MI,0.057,0.074,0.105,0.169,0.596
6023,Inyo,CA,0.042,0.006,0.018,0.069,0.865
26059,Ionia,MI,0.135,0.075,0.119,0.247,0.424
26061,Iosco,MI,0.008,0.078,0.129,0.281,0.505
19087,Iowa,IA,0.123,0.142,0.091,0.183,0.461
55049,Iowa,WI,0.065,0.077,0.092,0.333,0.433
37091,Iredell,NC,0.02,0.007,0.06,0.217,0.696
48229,Irion,TX,0.013,0.003,0.076,0.029,0.88
26063,Iron,MI,0.08,0.072,0.032,0.271,0.544
29085,Iron,MO,0.182,0.18,0.159,0.164,0.316
